player_id,team_id,player_name,player_shirt_number,player_age,player_height,player_nationality,player_positions,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,Crosses,LongB,ThrB,strengths,weaknesses,player_style,name_lower,RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerMarketValue
11,1,Eric Dier,15,31 years old (15-01-1994),188cm,England,"Defender (Centre, Right), Defensive Midfielder (C)",28,1755,3,1,2,0,0.4,93.8,2.3,0,6.86,0.9,0.8,0.8,0.3,3.3,0.3,0.4,0,0.1,0.2,0.1,0.1,0.3,60.8,0.0,2.2,0.0,"['Passing', 'Concentration']",['Tackling'],"['Likes to play short passes', 'Does not dive into tackles']",eric dier,1679742361-4027,Tottenham Hotspur,Premier League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€25 million
12,1,Serge Gnabry,7,29 years old (14-07-1995),176cm,Germany,"Attacking Midfielder (Centre, Left, Right), Forward",45,2049,7,7,2,0,1.6,85.7,0.1,0,6.75,0.7,0.3,0.7,0.0,0.3,0.3,0.0,0,0.9,0.2,0.4,0.3,0.9,22.2,0.1,0.5,0.1,"['Passing', 'Through balls', 'Key passes', 'Holding on to the ball']",[],"['Likes to cut inside', 'Indirect set-piece threat', 'Likes to do layoffs', 'Likes to play short passes', 'Commits fouls often']",serge gnabry,1679742361-500,Bayern München,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€65 million
14,1,Leon Goretzka,8,30 years old (06-02-1995),189cm,Germany,"Midfielder (Centre, Right)",42,2311,6,2,7,0,1.3,90.5,1.3,0,6.82,1.1,0.8,0.6,0.1,0.9,0.5,0.4,0,0.7,0.4,0.0,0.2,0.3,47.0,0.1,1.1,0.1,"['Passing', 'Key passes', 'Aerial Duels', 'Concentration', 'Blocking the ball']",['Tackling'],"['Likes to do layoffs', 'Likes to play short passes', 'Does not dive into tackles']",leon goretzka,1679742361-509,Bayern München,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€65 million
15,1,Sven Ulreich,26,36 years old (03-08-1988),192cm,Germany,Goalkeeper,3,136,0,0,0,1,0.0,93.6,0.0,0,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.3,0.0,[],"['Catching crosses', 'Long passing']",[],sven ulreich,1679742361-523,Bayern München,Bundesliga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€1 million
16,1,Hiroki Ito,21,26 years old (12-05-1999),188cm,Japan,"Defender (Centre, Left)",9,282,1,0,1,0,0.1,83.6,0.6,0,6.58,0.3,0.8,0.4,0.3,1.9,0.0,0.4,0,0.4,0.5,0.0,0.1,0.4,25.6,0.1,0.4,0.1,"['Holding on to the ball', 'Passing', 'Key passes', 'Concentration']","['Aerial Duels', 'Tackling']",['Does not dive into tackles'],hiroki ito,1679742361-78,VfB Stuttgart,Bundesliga,Tiempo Legend 9,Kangaroo Leather,Nike,Generation,Modern C,Defence,Virgil van Dijk,€6 million
17,1,Josip Stanisic,44,25 years old (02-04-2000),186cm,Croatia,"Defender (Centre, Left, Right), Midfielder (Right)",26,1686,0,2,2,0,0.3,91.2,1.0,0,6.68,1.7,0.7,0.3,0.3,1.8,1.1,0.3,0,0.9,0.4,0.0,0.4,0.8,51.3,0.3,2.3,0.0,"['Passing', 'Key passes', 'Dribbling', 'Holding on to the ball', 'Tackling']",['Crossing'],['Likes to tackle'],josip stanisic,1679742361-513,Bayern München,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€8 million
18,1,Konrad Laimer,27,27 years old (27-05-1997),180cm,Austria,"Defender (Right), Midfielder (Centre, Right)",57,3336,4,3,15,0,0.6,88.2,0.6,0,6.66,1.6,0.4,1.3,0.1,0.7,1.0,0.0,0,0.8,0.4,0.1,0.7,1.3,39.5,0.2,0.6,0.0,"['Passing', 'Holding on to the ball', 'Dribbling', 'Tackling']","['Crossing', 'Discipline']","['Likes to play short passes', 'Likes to do layoffs', 'Likes to tackle', 'Commits fouls often']",konrad laimer,1679742361-417,RB Leipzig,Bundesliga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€28 million
19,1,Manuel Neuer,1,39 years old (27-03-1986),193cm,Germany,Goalkeeper,41,3284,0,0,0,1,0.0,83.9,0.2,0,6.48,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,35.3,0.0,6.6,0.1,['Long passing'],['Catching crosses'],[],manuel neuer,1679742361-525,Bayern München,Bundesliga,Copa Sense.1,K-Leather,adidas,Al Rihla,Control,Midfield,Paulo Dybala,€12 million
20,1,Thomas Müller,25,35 years old (13-09-1989),185cm,Germany,"Midfielder (Centre, Left, Right), Forward",48,1643,6,6,4,0,1.0,77.2,0.6,0,6.52,0.4,0.1,0.5,0.0,0.4,0.4,0.0,0,1.1,0.3,0.1,0.6,0.8,17.2,0.5,0.4,0.1,"['Key passes', 'Holding on to the ball', 'Through balls', 'Crossing']","['Finishing', 'Discipline']","['Likes to do layoffs', 'Likes to play short passes']",thomas müller,1679742361-502,Bayern München,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€18 million
21,1,Sacha Boey,23,24 years old (13-09-2000),178cm,France,Defender (Right),17,697,0,2,1,0,0.3,93.8,0.4,0,6.5,1.4,0.1,0.5,0.0,0.8,0.3,0.0,0,0.3,0.6,0.0,0.5,0.8,32.3,0.2,0.4,0.0,"['Passing', 'Aerial Duels', 'Concentration']",[],"['Likes to play short passes', 'Commits fouls often']",sacha boey,1679742361-3113,Galatasaray,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€11 million
23,1,João Palhinha,16,29 years old (09-07-1995),190cm,Portugal,Defensive Midfielder (C),32,1250,0,0,5,1,0.8,92.1,1.1,1,6.51,1.6,0.6,0.8,0.0,0.6,0.4,0.1,0,0.3,0.6,0.0,0.4,0.3,34.6,0.0,1.8,0.0,"['Tackling', 'Aerial Duels', 'Concentration', 'Ball interception']",[],"['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to tackle', 'Commits fouls often']",joão palhinha,1679742361-3830,Fulham,Premier League,Copa Sense+,K-Leather,adidas,Al Rihla,Control,Midfield,Paulo Dybala,€35 million
24,1,Mathys Tel,11,20 years old (27-04-2005),183cm,France,"Attacking Midfielder (Left), Forward",32,1428,3,2,3,0,1.6,82.4,0.3,0,6.42,0.6,0.1,0.7,0.0,0.3,0.3,0.0,0,0.7,0.8,0.1,0.8,1.2,15.0,0.4,0.7,0.1,['Crossing'],[],"['Likes to dribble', 'Indirect set-piece threat']",mathys tel,1679742361-499,Bayern München,Bundesliga,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€20 million
27,1,Arijon Ibrahimovic,27,19 years old (11-12-2005),176cm,Germany,Attacking Midfielder (Left),5,10,0,0,1,0,0.7,58.3,0.0,0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,2.3,0.0,0.0,0.0,"['Key passes', 'Passing', 'Taking set-pieces']","['Aerial Duels', 'Crossing', 'Holding on to the ball', 'Defensive contribution']","['Likes to cut inside', 'Likes to shoot from distance', 'Does not dive into tackles']",arijon ibrahimovic,1679742361-506,Bayern München,Bundesliga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€1 million
30,2,Florian Wirtz,10,22 years old (03-05-2003),176cm,Germany,"Attacking Midfielder (Centre, Left, Right), Forward",59,3807,22,16,11,0,2.5,84.4,0.3,11,7.5,1.0,0.4,0.8,0.0,0.2,0.5,0.1,0,2.0,1.0,0.3,1.5,1.8,48.6,0.3,0.9,0.4,"['Key passes', 'Dribbling', 'Passing', 'Through balls', 'Long shots']",['Defensive contribution'],"['Likes to do layoffs', 'Likes to play short passes', 'Likes to dribble', 'Does not dive into tackles']",florian wirtz,1679742361-395,Bayer 04 Leverkusen,Bundesliga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€70 million
32,2,Patrik Schick,14,29 years old (24-01-1996),191cm,Czech Republic,"Attacking Midfielder (Right), Forward",54,2454,32,0,7,0,2.2,78.5,1.6,7,6.87,0.3,0.2,0.7,0.0,0.6,0.2,0.0,0,0.4,0.6,0.3,0.8,1.3,11.5,0.0,0.0,0.0,"['Finishing', 'Headed attempts']",['Defensive contribution'],"['Likes to play short passes', 'Likes to do layoffs', 'Indirect set-piece threat', 'Does not dive into tackles']",patrik schick,1679742361-384,Bayer 04 Leverkusen,Bundesliga,Mercurial Vapor 14,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,€38 million
33,2,Granit Xhaka,34,32 years old (27-09-1992),186cm,Switzerland,"Defender (Left), Midfielder (Centre)",62,4609,2,7,12,1,0.8,90.9,1.0,0,6.8,1.5,0.5,1.2,0.1,1.4,0.6,0.3,1,1.3,0.9,0.0,0.4,0.7,80.4,0.2,4.0,0.2,"['Passing', 'Long shots', 'Through balls']","['Concentration', 'Tackling']","['Likes to do layoffs', 'Likes to shoot from distance', 'Does not dive into tackles']",granit xhaka,1679742361-4002,Arsenal,Premier League,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€28 million
34,2,Piero Hincapié,3,23 years old (09-01-2002),184cm,Ecuador,"Defender (Centre, Left), Midfielder (Left)",61,3835,4,2,11,2,0.6,87.8,2.1,2,6.9,1.9,1.0,1.0,0.3,2.9,0.5,0.6,1,0.5,1.2,0.0,0.2,0.6,58.3,0.3,2.1,0.0,"['Passing', 'Key passes']",[],['Likes to play short passes'],piero hincapié,1679742361-404,Bayer 04 Leverkusen,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€25 million
35,2,Jonathan Tah,4,29 years old (11-02-1996),195cm,Germany,Defender (Centre),58,4371,4,0,7,0,0.6,93.6,2.1,0,6.75,0.6,1.1,0.7,0.4,4.2,0.2,0.5,0,0.2,0.2,0.0,0.3,0.4,70.0,0.1,2.4,0.1,"['Aerial Duels', 'Passing', 'Concentration']",['Tackling'],"['Likes to play short passes', 'Does not dive into tackles']",jonathan tah,1679742361-398,Bayer 04 Leverkusen,Bundesliga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€20 million
38,2,Exequiel Palacios,25,26 years old (05-10-1998),176cm,Argentina,Midfielder (Centre),47,1915,1,6,3,0,0.6,90.4,0.1,2,6.7,1.4,0.8,0.6,0.0,0.5,0.5,0.1,0,1.0,1.1,0.0,0.7,0.8,46.3,0.1,0.9,0.3,"['Passing', 'Through balls', 'Key passes', 'Dribbling', 'Tackling', 'Concentration']",[],"['Gets fouled often', 'Likes to play short passes', 'Likes to do layoffs', 'Likes to tackle']",exequiel palacios,1679742361-392,Bayer 04 Leverkusen,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€15 million
39,2,Jeremie Frimpong,30,24 years old (10-12-2000),171cm,Netherlands,"Defender (Right), Midfielder (Right)",55,3420,6,9,7,0,1.0,84.0,0.4,2,6.65,0.8,0.3,0.7,0.0,0.7,0.5,0.0,0,1.1,1.0,0.3,1.0,1.4,22.3,0.7,0.4,0.0,"['Finishing', 'Key passes', 'Dribbling']","['Holding on to the ball', 'Passing', 'Tackling']","['Likes to dribble', 'Likes to play short passes', 'Gets fouled often', 'Likes to cross', 'Does not dive into tackles']",jeremie frimpong,1679742361-403,Bayer 04 Leverkusen,Bundesliga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€25 million
40,2,Mario Hermoso,22,29 years old (18-06-1995),184cm,Spain,"Defender (Centre, Left)",20,952,1,0,1,1,0.6,88.1,1.4,0,6.44,0.6,1.1,0.9,0.3,2.4,0.3,0.3,0,0.1,0.3,0.0,0.3,0.3,42.9,0.1,1.8,0.0,['Passing'],['Concentration'],"['Likes to dribble', 'Plays the ball off the ground often', 'Likes to tackle']",mario hermoso,1679742361-1742,Atlético de Madrid,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€14 million
41,2,Aleix García,24,27 years old (28-06-1997),173cm,Spain,Midfielder (Centre),42,1829,5,4,6,0,0.6,91.7,0.1,1,6.58,0.5,0.4,0.4,0.0,0.8,0.2,0.1,0,0.9,0.3,0.0,0.2,0.3,40.3,0.9,2.7,0.1,"['Passing', 'Taking set-pieces', 'Key passes', 'Long shots']","['Aerial Duels', 'Tackling']","['Likes to shoot from distance', 'Likes to play long balls', 'Plays the ball off the ground often', 'Does not dive into tackles']",aleix garcía,1679742361-1439,Girona FC,La Liga,F50 Adizero IV Leather,Leather,adidas,Speed Legacy,Speed,Attack,Jordi Alba,€7 million
42,2,Robert Andrich,8,30 years old (22-09-1994),187cm,Germany,"Defender (Centre), Midfielder (Centre)",45,2215,2,2,13,0,0.8,89.3,0.8,2,6.63,1.2,1.0,1.4,0.2,1.1,0.3,0.3,0,0.5,0.6,0.0,0.2,0.3,36.7,0.0,1.3,0.0,"['Passing', 'Through balls', 'Long shots']","['Tackling', 'Discipline']","['Likes to do layoffs', 'Likes to play short passes', 'Indirect set-piece threat']",robert andrich,1679742361-394,Bayer 04 Leverkusen,Bundesliga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€11 million
43,2,Nordi Mukiele,23,27 years old (01-11-1997),187cm,France,"Defender (Centre, Right), Midfielder (Right)",24,1258,2,1,5,1,0.6,82.9,1.5,1,6.67,1.4,1.2,0.4,0.3,2.1,0.3,0.1,1,0.6,0.8,0.1,0.2,0.8,40.2,0.3,0.7,0.0,"['Aerial Duels', 'Dribbling', 'Passing', 'Ball interception']","['Concentration', 'Holding on to the ball', 'Discipline']","['Likes to play short passes', 'Commits fouls often']",nordi mukiele,1679742361-2250,Paris Saint-Germain,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€20 million
44,2,Edmond Tapsoba,12,26 years old (02-02-1999),194cm,Burkina Faso,Defender (Centre),45,3181,0,0,8,0,0.7,87.6,1.9,0,6.6,1.2,0.8,1.1,0.3,2.9,0.6,0.4,1,0.2,0.2,0.0,0.1,0.5,65.5,0.1,3.2,0.0,['Passing'],[],['Commits fouls often'],edmond tapsoba,1679742361-400,Bayer 04 Leverkusen,Bundesliga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€30 million
45,2,Nathan Tella,19,25 years old (05-07-1999),173cm,Nigeria,"Midfielder (Centre, Left, Right), Forward",40,1693,4,4,3,0,1.2,82.4,0.4,0,6.52,0.6,0.2,0.9,0.0,0.3,0.3,0.1,0,0.7,1.0,0.3,0.5,1.5,11.3,0.1,0.1,0.1,"['Through balls', 'Dribbling', 'Long shots', 'Blocking the ball']","['Finishing', 'Passing', 'Offside awareness', 'Defensive contribution', 'Tackling']","['Likes to dribble', 'Gets fouled often', 'Counter attack threat', 'Likes to play short passes', 'Does not dive into tackles']",nathan tella,1679742361-3326,Burnley,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€5 million
46,2,Amine Adli,21,25 years old (10-05-2000),174cm,Morocco,"Attacking Midfielder (Centre, Left, Right), Forward",31,968,2,0,3,0,0.9,80.9,1.2,0,6.46,0.7,0.0,0.8,0.0,0.2,0.5,0.0,0,0.6,0.5,0.4,0.4,1.0,15.9,0.2,0.1,0.0,"['Defensive contribution', 'Through balls', 'Key passes', 'Aerial Duels']",['Discipline'],"['Gets fouled often', 'Likes to play short passes', 'Likes to do layoffs', 'Likes to tackle']",amine adli,1679742361-382,Bayer 04 Leverkusen,Bundesliga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€12 million
48,2,Emiliano Buendía,16,28 years old (25-12-1996),172cm,Argentina,"Midfielder (Centre, Left, Right), Forward",33,634,3,0,2,0,0.5,80.7,0.2,2,6.26,0.5,0.1,0.5,0.0,0.1,0.4,0.0,0,0.3,0.6,0.0,0.7,0.6,10.7,0.0,0.3,0.0,"['Headed attempts', 'Through balls', 'Key passes', 'Defensive contribution']",[],"['Likes to do layoffs', 'Gets fouled often', 'Likes to tackle']",emiliano buendía,1679742361-3969,Aston Villa,Premier League,X Speedportal+,Speedskin,adidas,Pearlized,Speed,Attack,Lionel Messi,€28 million
49,2,Martin Terrier,11,28 years old (04-03-1997),184cm,France,"Attacking Midfielder (Centre, Left), Forward",20,688,2,2,1,1,0.8,81.1,0.6,0,6.42,0.3,0.1,0.1,0.0,0.1,0.3,0.0,0,0.5,0.5,0.1,0.3,0.6,11.2,0.2,0.2,0.0,"['Aerial Duels', 'Finishing', 'Holding on to the ball']","['Offside awareness', 'Defensive contribution']","['Likes to do layoffs', 'Indirect set-piece threat', 'Does not dive into tackles']",martin terrier,1679742361-1879,Stade Rennais,Ligue 1,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€35 million
50,2,Jonas Hofmann,7,32 years old (14-07-1992),176cm,Germany,"Defender (Right), Midfielder (Centre, Left, Right), Forward",16,482,3,2,1,0,0.7,88.9,0.0,0,6.32,0.1,0.0,0.1,0.0,0.2,0.3,0.0,0,0.5,0.6,0.0,0.3,0.4,16.3,0.0,0.7,0.1,"['Key passes', 'Taking set-pieces', 'Crossing', 'Passing', 'Through balls', 'Finishing', 'Holding on to the ball']",['Aerial Duels'],"['Likes to do layoffs', 'Likes to cross', 'Does not dive into tackles']",jonas hofmann,1679742361-123,Borussia Mönchengladbach,Bundesliga,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€13 million
53,3,Omar Marmoush,7,26 years old (07-02-1999),183cm,Egypt,"Attacking Midfielder (Centre, Left), Forward",50,2969,27,11,3,0,3.6,81.7,0.4,10,7.59,0.7,0.3,0.7,0.0,0.2,0.4,0.1,0,1.6,2.2,0.4,1.7,3.3,18.7,1.1,0.3,0.1,"['Finishing', 'Long shots', 'Direct free-kicks', 'Crossing', 'Key passes', 'Dribbling', 'Taking set-pieces']",['Aerial Duels'],"['Likes to dribble', 'Counter attack threat', 'Gets fouled often', 'Likes to cut inside', 'Likes to shoot from distance']",omar marmoush,1679742361-13,VfL Wolfsburg,Bundesliga,Mercurial Vapor XIII,Flyknit,Nike,Neighborhood,Speed,Attack,Cristiano Ronaldo,€6 million
54,3,Hugo Ekitiké,11,22 years old (20-06-2002),190cm,France,Forward,47,3395,22,11,3,0,3.2,76.3,1.7,7,7.27,0.5,0.3,1.2,0.1,0.6,0.3,0.0,0,1.3,0.4,0.4,1.0,2.9,18.5,0.2,0.4,0.1,"['Dribbling', 'Key passes', 'Passing']",[],"['Likes to dribble', 'Indirect set-piece threat', 'Counter attack threat', 'Likes to do layoffs']",hugo ekitiké,1679742361-2238,Paris Saint-Germain,Ligue 1,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€25 million
56,3,Rasmus Kristensen,13,27 years old (11-07-1997),187cm,Denmark,"Defender (Centre, Right), Midfielder (Right)",45,3576,7,4,7,0,0.8,80.2,1.5,2,6.99,2.2,0.8,0.8,0.1,2.9,0.9,0.4,0,0.6,0.3,0.0,0.4,1.1,45.7,0.4,1.4,0.0,"['Aerial Duels', 'Concentration']",['Holding on to the ball'],"['Likes to tackle', 'Clears the ball out of defence often']",rasmus kristensen,1679742361-3808,Leeds United,Premier League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€15 million
57,3,Robin Koch,4,28 years old (17-07-1996),192cm,Germany,"Defender (Centre), Defensive Midfielder (C)",46,3617,3,2,5,0,0.4,91.0,3.3,0,6.91,0.9,0.8,0.9,0.9,6.0,0.3,0.7,0,0.2,0.4,0.0,0.1,0.4,60.4,0.0,2.6,0.0,"['Aerial Duels', 'Passing']",['Tackling'],"['Likes to play short passes', 'Clears the ball out of defence often', 'Does not dive into tackles']",robin koch,1679742361-3810,Leeds United,Premier League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€18 million
